timevar,Nats,Ntransitions,atlist,Haz_1_to_2,Haz_1_to_3,Haz_diff_1_to_2,Haz_diff_1_to_3,Haz_ratio_1_to_2,Haz_ratio_1_to_3,P_1_to_1,P_1_to_2,P_1_to_3,P_diff_1_to_1,P_diff_1_to_2,P_diff_1_to_3,P_ratio_1_to_1,P_ratio_1_to_2,P_ratio_1_to_3,Visit_1_to_1,Visit_1_to_2,Visit_1_to_3,Visit_diff_1_to_1,Visit_diff_1_to_2,Visit_diff_1_to_3,Visit_ratio_1_to_1,Visit_ratio_1_to_2,Visit_ratio_1_to_3,Los_1_to_1,Los_1_to_2,Los_1_to_3,Los_diff_1_to_1,Los_diff_1_to_2,Los_diff_1_to_3,Los_ratio_1_to_1,Los_ratio_1_to_2,Los_ratio_1_to_3,User_1,User_diff_1,User_ratio_1,Haz_1_to_2_uci,Haz_1_to_3_uci,Haz_diff_1_to_2_uci,Haz_diff_1_to_3_uci,Haz_ratio_1_to_2_uci,Haz_ratio_1_to_3_uci,P_1_to_1_uci,P_1_to_2_uci,P_1_to_3_uci,P_diff_1_to_1_uci,P_diff_1_to_2_uci,P_diff_1_to_3_uci,P_ratio_1_to_1_uci,P_ratio_1_to_2_uci,P_ratio_1_to_3_uci,Visit_1_to_1_uci,Visit_1_to_2_uci,Visit_1_to_3_uci,Visit_diff_1_to_1_uci,Visit_diff_1_to_2_uci,Visit_diff_1_to_3_uci,Visit_ratio_1_to_1_uci,Visit_ratio_1_to_2_uci,Visit_ratio_1_to_3_uci,Los_1_to_1_uci,Los_1_to_2_uci,Los_1_to_3_uci,Los_diff_1_to_1_uci,Los_diff_1_to_2_uci,Los_diff_1_to_3_uci,Los_ratio_1_to_1_uci,Los_ratio_1_to_2_uci,Los_ratio_1_to_3_uci,User_1_uci,User_diff_1_uci,User_ratio_1_uci,Haz_1_to_2_lci,Haz_1_to_3_lci,Haz_diff_1_to_2_lci,Haz_diff_1_to_3_lci,Haz_ratio_1_to_2_lci,Haz_ratio_1_to_3_lci,P_1_to_1_lci,P_1_to_2_lci,P_1_to_3_lci,P_diff_1_to_1_lci,P_diff_1_to_2_lci,P_diff_1_to_3_lci,P_ratio_1_to_1_lci,P_ratio_1_to_2_lci,P_ratio_1_to_3_lci,Visit_1_to_1_lci,Visit_1_to_2_lci,Visit_1_to_3_lci,Visit_diff_1_to_1_lci,Visit_diff_1_to_2_lci,Visit_diff_1_to_3_lci,Visit_ratio_1_to_1_lci,Visit_ratio_1_to_2_lci,Visit_ratio_1_to_3_lci,Los_1_to_1_lci,Los_1_to_2_lci,Los_1_to_3_lci,Los_diff_1_to_1_lci,Los_diff_1_to_2_lci,Los_diff_1_to_3_lci,Los_ratio_1_to_1_lci,Los_ratio_1_to_2_lci,Los_ratio_1_to_3_lci,User_1_to_lci,User_diff_1_lci,User_ratio_1_lci,Haz_2_to_3,Haz_diff_2_to_3,Haz_ratio_2_to_3,P_2_to_1,P_2_to_2,P_2_to_3,P_diff_2_to_1,P_diff_2_to_2,P_diff_2_to_3,P_ratio_2_to_1,P_ratio_2_to_2,P_ratio_2_to_3,Visit_2_to_1,Visit_2_to_2,Visit_2_to_3,Visit_diff_2_to_1,Visit_diff_2_to_2,Visit_diff_2_to_3,Visit_ratio_2_to_1,Visit_ratio_2_to_2,Visit_ratio_2_to_3,Los_2_to_1,Los_2_to_2,Los_2_to_3,Los_diff_2_to_1,Los_diff_2_to_2,Los_diff_2_to_3,Los_ratio_2_to_1,Los_ratio_2_to_2,Los_ratio_2_to_3,User_2,User_diff_2,User_ratio_2,Haz_2_to_3_uci,Haz_diff_2_to_3_uci,Haz_ratio_2_to_3_uci,P_2_to_1_uci,P_2_to_2_uci,P_2_to_3_uci,P_diff_2_to_1_uci,P_diff_2_to_2_uci,P_diff_2_to_3_uci,P_ratio_2_to_1_uci,P_ratio_2_to_2_uci,P_ratio_2_to_3_uci,Visit_2_to_1_uci,Visit_2_to_2_uci,Visit_2_to_3_uci,Visit_diff_2_to_1_uci,Visit_diff_2_to_2_uci,Visit_diff_2_to_3_uci,Visit_ratio_2_to_1_uci,Visit_ratio_2_to_2_uci,Visit_ratio_2_to_3_uci,Los_2_to_1_uci,Los_2_to_2_uci,Los_2_to_3_uci,Los_diff_2_to_1_uci,Los_diff_2_to_2_uci,Los_diff_2_to_3_uci,Los_ratio_2_to_1_uci,Los_ratio_2_to_2_uci,Los_ratio_2_to_3_uci,User_2_uci,User_diff_2_uci,User_ratio_2_uci,Haz_2_to_3_lci,Haz_diff_2_to_3_lci,Haz_ratio_2_to_3_lci,P_2_to_1_lci,P_2_to_2_lci,P_2_to_3_lci,P_diff_2_to_1_lci,P_diff_2_to_2_lci,P_diff_2_to_3_lci,P_ratio_2_to_1_lci,P_ratio_2_to_2_lci,P_ratio_2_to_3_lci,Visit_2_to_1_lci,Visit_2_to_2_lci,Visit_2_to_3_lci,Visit_diff_2_to_1_lci,Visit_diff_2_to_2_lci,Visit_diff_2_to_3_lci,Visit_ratio_2_to_1_lci,Visit_ratio_2_to_2_lci,Visit_ratio_2_to_3_lci,Los_2_to_1_lci,Los_2_to_2_lci,Los_2_to_3_lci,Los_diff_2_to_1_lci,Los_diff_2_to_2_lci,Los_diff_2_to_3_lci,Los_ratio_2_to_1_lci,Los_ratio_2_to_2_lci,Los_ratio_2_to_3_lci,User_2_to_lci,User_diff_2_lci,User_ratio_2_lci
19.5,3,3,ag2 0 ag3 0,0.00034,0.02497,NA,NA,NA,NA,0.24566,0.33908,0.41526,NA,NA,NA,NA,NA,NA,1,0.51785,0.41526,NA,NA,NA,NA,NA,NA,1.92773,2.43488,2.13739,NA,NA,NA,NA,NA,NA,4.36261,NA,NA,0.00218,0.03633,NA,NA,NA,NA,0.27457,0.37001,0.44652,NA,NA,NA,NA,NA,NA,1,0.55059,0.44652,NA,NA,NA,NA,NA,NA,2.11288,2.63032,2.30318,NA,NA,NA,NA,NA,NA,4.52278,NA,NA,5.00E-05,0.01717,NA,NA,NA,NA,0.21888,0.30947,0.38467,NA,NA,NA,NA,NA,NA,1,0.48496,0.38467,NA,NA,NA,NA,NA,NA,1.7588,2.25397,1.98354,NA,NA,NA,NA,NA,NA,4.20243,NA,NA,0.02017,NA,NA,0,0.64827,0.35173,NA,NA,NA,NA,NA,NA,0,1,0.35173,NA,NA,NA,NA,NA,NA,0,4.76892,1.73108,NA,NA,NA,NA,NA,NA,4.76892,NA,NA,0.03102,NA,NA,0,0.68805,0.39368,NA,NA,NA,NA,NA,NA,0,1,0.39368,NA,NA,NA,NA,NA,NA,0,4.95984,1.92738,NA,NA,NA,NA,NA,NA,4.95554,NA,NA,0.01311,NA,NA,0,0.60632,0.31195,NA,NA,NA,NA,NA,NA,0,1,0.31195,NA,NA,NA,NA,NA,NA,0,4.58534,1.55478,NA,NA,NA,NA,NA,NA,4.5823,NA,NA
19.8,3,3,ag2 0 ag3 0,0.00034,0.02469,NA,NA,NA,NA,0.24515,0.33845,0.4164,NA,NA,NA,NA,NA,NA,1,0.51786,0.4164,NA,NA,NA,NA,NA,NA,1.95226,2.46876,2.17898,NA,NA,NA,NA,NA,NA,4.42102,NA,NA,0.00215,0.03596,NA,NA,NA,NA,0.2741,0.36945,0.44781,NA,NA,NA,NA,NA,NA,1,0.5506,0.44781,NA,NA,NA,NA,NA,NA,2.14024,2.66718,2.34776,NA,NA,NA,NA,NA,NA,4.5841,NA,NA,5.00E-05,0.01695,NA,NA,NA,NA,0.21834,0.30878,0.38566,NA,NA,NA,NA,NA,NA,1,0.48497,0.38566,NA,NA,NA,NA,NA,NA,1.7808,2.28509,2.02233,NA,NA,NA,NA,NA,NA,4.25795,NA,NA,0.01994,NA,NA,0,0.64713,0.35287,NA,NA,NA,NA,NA,NA,0,1,0.35287,NA,NA,NA,NA,NA,NA,0,4.83369,1.76631,NA,NA,NA,NA,NA,NA,4.83369,NA,NA,0.03074,NA,NA,0,0.6872,0.39512,NA,NA,NA,NA,NA,NA,0,1,0.39512,NA,NA,NA,NA,NA,NA,0,5.02853,1.96661,NA,NA,NA,NA,NA,NA,5.0241,NA,NA,0.01294,NA,NA,0,0.60488,0.3128,NA,NA,NA,NA,NA,NA,0,1,0.3128,NA,NA,NA,NA,NA,NA,0,4.6464,1.58642,NA,NA,NA,NA,NA,NA,4.64327,NA,NA
20.1,3,3,ag2 0 ag3 0,0.00033,0.02442,NA,NA,NA,NA,0.24455,0.33788,0.41757,NA,NA,NA,NA,NA,NA,1,0.51787,0.41757,NA,NA,NA,NA,NA,NA,1.97675,2.50258,2.22067,NA,NA,NA,NA,NA,NA,4.47933,NA,NA,0.00212,0.0356,NA,NA,NA,NA,0.27354,0.36894,0.44914,NA,NA,NA,NA,NA,NA,1,0.55061,0.44914,NA,NA,NA,NA,NA,NA,2.16754,2.704,2.39246,NA,NA,NA,NA,NA,NA,4.64532,NA,NA,5.00E-05,0.01675,NA,NA,NA,NA,0.21771,0.30816,0.38666,NA,NA,NA,NA,NA,NA,1,0.48498,0.38666,NA,NA,NA,NA,NA,NA,1.80276,2.31616,2.06121,NA,NA,NA,NA,NA,NA,4.31334,NA,NA,0.01973,NA,NA,0,0.64592,0.35408,NA,NA,NA,NA,NA,NA,0,1,0.35408,NA,NA,NA,NA,NA,NA,0,4.89834,1.80166,NA,NA,NA,NA,NA,NA,4.89834,NA,NA,0.03046,NA,NA,0,0.68629,0.39664,NA,NA,NA,NA,NA,NA,0,1,0.39664,NA,NA,NA,NA,NA,NA,0,5.09711,2.00598,NA,NA,NA,NA,NA,NA,5.09258,NA,NA,0.01278,NA,NA,0,0.60336,0.31371,NA,NA,NA,NA,NA,NA,0,1,0.31371,NA,NA,NA,NA,NA,NA,0,4.70732,1.61815,NA,NA,NA,NA,NA,NA,4.7041,NA,NA
20.4,3,3,ag2 0 ag3 0,0.00033,0.02415,NA,NA,NA,NA,0.24381,0.33713,0.41906,NA,NA,NA,NA,NA,NA,1,0.51787,0.41906,NA,NA,NA,NA,NA,NA,2.00117,2.53633,2.2625,NA,NA,NA,NA,NA,NA,4.5375,NA,NA,0.00209,0.03525,NA,NA,NA,NA,0.27284,0.36825,0.45079,NA,NA,NA,NA,NA,NA,1,0.55061,0.45079,NA,NA,NA,NA,NA,NA,2.19478,2.74075,2.43732,NA,NA,NA,NA,NA,NA,4.70642,NA,NA,5.00E-05,0.01655,NA,NA,NA,NA,0.21695,0.30736,0.38798,NA,NA,NA,NA,NA,NA,1,0.48497,0.38798,NA,NA,NA,NA,NA,NA,1.82464,2.34715,2.10023,NA,NA,NA,NA,NA,NA,4.36858,NA,NA,0.01952,NA,NA,0,0.64471,0.35529,NA,NA,NA,NA,NA,NA,0,1,0.35529,NA,NA,NA,NA,NA,NA,0,4.96287,1.83713,NA,NA,NA,NA,NA,NA,4.96287,NA,NA,0.03019,NA,NA,0,0.68537,0.39815,NA,NA,NA,NA,NA,NA,0,1,0.39815,NA,NA,NA,NA,NA,NA,0,5.16561,2.04551,NA,NA,NA,NA,NA,NA,5.16096,NA,NA,0.01262,NA,NA,0,0.60185,0.31463,NA,NA,NA,NA,NA,NA,0,1,0.31463,NA,NA,NA,NA,NA,NA,0,4.76809,1.64998,NA,NA,NA,NA,NA,NA,4.76479,NA,NA
20.7,3,3,ag2 0 ag3 0,0.00032,0.02389,NA,NA,NA,NA,0.24319,0.33652,0.42029,NA,NA,NA,NA,NA,NA,1,0.51789,0.42029,NA,NA,NA,NA,NA,NA,2.02552,2.57001,2.30448,NA,NA,NA,NA,NA,NA,4.59552,NA,NA,0.00206,0.0349,NA,NA,NA,NA,0.27223,0.36772,0.45218,NA,NA,NA,NA,NA,NA,1,0.55063,0.45218,NA,NA,NA,NA,NA,NA,2.22195,2.77743,2.48233,NA,NA,NA,NA,NA,NA,4.76739,NA,NA,5.00E-05,0.01635,NA,NA,NA,NA,0.21632,0.30669,0.38905,NA,NA,NA,NA,NA,NA,1,0.48499,0.38905,NA,NA,NA,NA,NA,NA,1.84645,2.37808,2.13936,NA,NA,NA,NA,NA,NA,4.42366,NA,NA,0.01932,NA,NA,0,0.64354,0.35646,NA,NA,NA,NA,NA,NA,0,1,0.35646,NA,NA,NA,NA,NA,NA,0,5.02728,1.87272,NA,NA,NA,NA,NA,NA,5.02728,NA,NA,0.02993,NA,NA,0,0.68447,0.3996,NA,NA,NA,NA,NA,NA,0,1,0.3996,NA,NA,NA,NA,NA,NA,0,5.23402,2.08518,NA,NA,NA,NA,NA,NA,5.22924,NA,NA,0.01247,NA,NA,0,0.6004,0.31553,NA,NA,NA,NA,NA,NA,0,1,0.31553,NA,NA,NA,NA,NA,NA,0,4.82871,1.6819,NA,NA,NA,NA,NA,NA,4.82532,NA,NA
21,3,3,ag2 0 ag3 0,0.00032,0.02363,NA,NA,NA,NA,0.24265,0.33585,0.4215,NA,NA,NA,NA,NA,NA,1,0.51791,0.4215,NA,NA,NA,NA,NA,NA,2.04981,2.60363,2.34656,NA,NA,NA,NA,NA,NA,4.65344,NA,NA,0.00203,0.03457,NA,NA,NA,NA,0.27174,0.36713,0.45355,NA,NA,NA,NA,NA,NA,1,0.55065,0.45355,NA,NA,NA,NA,NA,NA,2.24907,2.81406,2.52747,NA,NA,NA,NA,NA,NA,4.82826,NA,NA,5.00E-05,0.01616,NA,NA,NA,NA,0.21575,0.30595,0.3901,NA,NA,NA,NA,NA,NA,1,0.48501,0.3901,NA,NA,NA,NA,NA,NA,1.86821,2.40894,2.1786,NA,NA,NA,NA,NA,NA,4.47862,NA,NA,0.01912,NA,NA,0,0.64234,0.35766,NA,NA,NA,NA,NA,NA,0,1,0.35766,NA,NA,NA,NA,NA,NA,0,5.09157,1.90843,NA,NA,NA,NA,NA,NA,5.09157,NA,NA,0.02967,NA,NA,0,0.68355,0.40109,NA,NA,NA,NA,NA,NA,0,1,0.40109,NA,NA,NA,NA,NA,NA,0,5.30233,2.125,NA,NA,NA,NA,NA,NA,5.29744,NA,NA,0.01232,NA,NA,0,0.59891,0.31645,NA,NA,NA,NA,NA,NA,0,1,0.31645,NA,NA,NA,NA,NA,NA,0,4.88919,1.71392,NA,NA,NA,NA,NA,NA,4.88571,NA,NA
21.3,3,3,ag2 0 ag3 0,0.00031,0.02339,NA,NA,NA,NA,0.24217,0.33506,0.42277,NA,NA,NA,NA,NA,NA,1,0.51791,0.42277,NA,NA,NA,NA,NA,NA,2.07405,2.63717,2.38877,NA,NA,NA,NA,NA,NA,4.71123,NA,NA,0.002,0.03424,NA,NA,NA,NA,0.2713,0.36639,0.45496,NA,NA,NA,NA,NA,NA,1,0.55065,0.45496,NA,NA,NA,NA,NA,NA,2.27614,2.85061,2.57275,NA,NA,NA,NA,NA,NA,4.88901,NA,NA,5.00E-05,0.01597,NA,NA,NA,NA,0.21525,0.30512,0.39122,NA,NA,NA,NA,NA,NA,1,0.48501,0.39122,NA,NA,NA,NA,NA,NA,1.88992,2.43972,2.21796,NA,NA,NA,NA,NA,NA,4.53344,NA,NA,0.01893,NA,NA,0,0.64116,0.35884,NA,NA,NA,NA,NA,NA,0,1,0.35884,NA,NA,NA,NA,NA,NA,0,5.15575,1.94425,NA,NA,NA,NA,NA,NA,5.15575,NA,NA,0.02942,NA,NA,0,0.68267,0.40258,NA,NA,NA,NA,NA,NA,0,1,0.40258,NA,NA,NA,NA,NA,NA,0,5.37056,2.16496,NA,NA,NA,NA,NA,NA,5.36554,NA,NA,0.01218,NA,NA,0,0.59742,0.31733,NA,NA,NA,NA,NA,NA,0,1,0.31733,NA,NA,NA,NA,NA,NA,0,4.94953,1.74603,NA,NA,NA,NA,NA,NA,4.94596,NA,NA
21.6,3,3,ag2 0 ag3 0,0.00031,0.02314,NA,NA,NA,NA,0.24163,0.3344,0.42397,NA,NA,NA,NA,NA,NA,1,0.51794,0.42397,NA,NA,NA,NA,NA,NA,2.09824,2.67065,2.43111,NA,NA,NA,NA,NA,NA,4.76889,NA,NA,0.00197,0.03392,NA,NA,NA,NA,0.27081,0.3658,0.45633,NA,NA,NA,NA,NA,NA,1,0.55069,0.45633,NA,NA,NA,NA,NA,NA,2.30315,2.8871,2.61816,NA,NA,NA,NA,NA,NA,4.94966,NA,NA,5.00E-05,0.01579,NA,NA,NA,NA,0.21467,0.3044,0.39225,NA,NA,NA,NA,NA,NA,1,0.48504,0.39225,NA,NA,NA,NA,NA,NA,1.91157,2.47043,2.25742,NA,NA,NA,NA,NA,NA,4.58812,NA,NA,0.01875,NA,NA,0,0.64009,0.35991,NA,NA,NA,NA,NA,NA,0,1,0.35991,NA,NA,NA,NA,NA,NA,0,5.21982,1.98018,NA,NA,NA,NA,NA,NA,5.21982,NA,NA,0.02917,NA,NA,0,0.68189,0.40395,NA,NA,NA,NA,NA,NA,0,1,0.40395,NA,NA,NA,NA,NA,NA,0,5.43871,2.20507,NA,NA,NA,NA,NA,NA,5.43356,NA,NA,0.01205,NA,NA,0,0.59605,0.31811,NA,NA,NA,NA,NA,NA,0,1,0.31811,NA,NA,NA,NA,NA,NA,0,5.00974,1.77823,NA,NA,NA,NA,NA,NA,5.00607,NA,NA
21.9,3,3,ag2 0 ag3 0,3.00E-04,0.02291,NA,NA,NA,NA,0.24097,0.3337,0.42533,NA,NA,NA,NA,NA,NA,1,0.51795,0.42533,NA,NA,NA,NA,NA,NA,2.12238,2.70405,2.47357,NA,NA,NA,NA,NA,NA,4.82643,NA,NA,0.00194,0.03361,NA,NA,NA,NA,0.27021,0.36517,0.45786,NA,NA,NA,NA,NA,NA,1,0.5507,0.45786,NA,NA,NA,NA,NA,NA,2.33012,2.92351,2.66373,NA,NA,NA,NA,NA,NA,5.01019,NA,NA,5.00E-05,0.01561,NA,NA,NA,NA,0.21397,0.30364,0.39344,NA,NA,NA,NA,NA,NA,1,0.48505,0.39344,NA,NA,NA,NA,NA,NA,1.93316,2.50106,2.297,NA,NA,NA,NA,NA,NA,4.64266,NA,NA,0.01857,NA,NA,0,0.63875,0.36125,NA,NA,NA,NA,NA,NA,0,1,0.36125,NA,NA,NA,NA,NA,NA,0,5.28376,2.01624,NA,NA,NA,NA,NA,NA,5.28376,NA,NA,0.02893,NA,NA,0,0.68087,0.40562,NA,NA,NA,NA,NA,NA,0,1,0.40562,NA,NA,NA,NA,NA,NA,0,5.50677,2.24532,NA,NA,NA,NA,NA,NA,5.50149,NA,NA,0.01192,NA,NA,0,0.59438,0.31913,NA,NA,NA,NA,NA,NA,0,1,0.31913,NA,NA,NA,NA,NA,NA,0,5.06979,1.81052,NA,NA,NA,NA,NA,NA,5.06603,NA,NA
22.2,3,3,ag2 0 ag3 0,3.00E-04,0.02268,NA,NA,NA,NA,0.2404,0.33298,0.42662,NA,NA,NA,NA,NA,NA,1,0.51795,0.42662,NA,NA,NA,NA,NA,NA,2.14644,2.73738,2.51618,NA,NA,NA,NA,NA,NA,4.88382,NA,NA,0.00192,0.03331,NA,NA,NA,NA,0.26969,0.36451,0.45932,NA,NA,NA,NA,NA,NA,1,0.5507,0.45932,NA,NA,NA,NA,NA,NA,2.35702,2.95986,2.70945,NA,NA,NA,NA,NA,NA,5.0706,NA,NA,5.00E-05,0.01544,NA,NA,NA,NA,0.21336,0.30288,0.39455,NA,NA,NA,NA,NA,NA,1,0.48505,0.39455,NA,NA,NA,NA,NA,NA,1.95468,2.53162,2.3367,NA,NA,NA,NA,NA,NA,4.69704,NA,NA,0.01839,NA,NA,0,0.63759,0.36241,NA,NA,NA,NA,NA,NA,0,1,0.36241,NA,NA,NA,NA,NA,NA,0,5.34758,2.05242,NA,NA,NA,NA,NA,NA,5.34758,NA,NA,0.02869,NA,NA,0,0.67999,0.40707,NA,NA,NA,NA,NA,NA,0,1,0.40707,NA,NA,NA,NA,NA,NA,0,5.57472,2.28574,NA,NA,NA,NA,NA,NA,5.56932,NA,NA,0.01179,NA,NA,0,0.59293,0.32001,NA,NA,NA,NA,NA,NA,0,1,0.32001,NA,NA,NA,NA,NA,NA,0,5.12969,1.84292,NA,NA,NA,NA,NA,NA,5.12584,NA,NA
22.5,3,3,ag2 0 ag3 0,3.00E-04,0.02245,NA,NA,NA,NA,0.2399,0.33229,0.42781,NA,NA,NA,NA,NA,NA,1,0.51795,0.42781,NA,NA,NA,NA,NA,NA,2.17046,2.77064,2.5589,NA,NA,NA,NA,NA,NA,4.9411,NA,NA,0.00189,0.03301,NA,NA,NA,NA,0.26922,0.36389,0.46064,NA,NA,NA,NA,NA,NA,1,0.5507,0.46064,NA,NA,NA,NA,NA,NA,2.38387,2.99614,2.7553,NA,NA,NA,NA,NA,NA,5.1309,NA,NA,5.00E-05,0.01527,NA,NA,NA,NA,0.21284,0.30213,0.39561,NA,NA,NA,NA,NA,NA,1,0.48505,0.39561,NA,NA,NA,NA,NA,NA,1.97615,2.56211,2.3765,NA,NA,NA,NA,NA,NA,4.75129,NA,NA,0.01822,NA,NA,0,0.63631,0.36369,NA,NA,NA,NA,NA,NA,0,1,0.36369,NA,NA,NA,NA,NA,NA,0,5.41128,2.08872,NA,NA,NA,NA,NA,NA,5.41128,NA,NA,0.02846,NA,NA,0,0.67901,0.40866,NA,NA,NA,NA,NA,NA,0,1,0.40866,NA,NA,NA,NA,NA,NA,0,5.64259,2.3263,NA,NA,NA,NA,NA,NA,5.63706,NA,NA,0.01167,NA,NA,0,0.59134,0.32099,NA,NA,NA,NA,NA,NA,0,1,0.32099,NA,NA,NA,NA,NA,NA,0,5.18944,1.87541,NA,NA,NA,NA,NA,NA,5.1855,NA,NA
22.8,3,3,ag2 0 ag3 0,0.00029,0.02223,NA,NA,NA,NA,0.23938,0.33165,0.42897,NA,NA,NA,NA,NA,NA,1,0.51796,0.42897,NA,NA,NA,NA,NA,NA,2.19442,2.80384,2.60174,NA,NA,NA,NA,NA,NA,4.99826,NA,NA,0.00187,0.03272,NA,NA,NA,NA,0.26875,0.36333,0.46194,NA,NA,NA,NA,NA,NA,1,0.55071,0.46194,NA,NA,NA,NA,NA,NA,2.41068,3.03237,2.80128,NA,NA,NA,NA,NA,NA,5.19111,NA,NA,5.00E-05,0.01511,NA,NA,NA,NA,0.21229,0.30143,0.39662,NA,NA,NA,NA,NA,NA,1,0.48506,0.39662,NA,NA,NA,NA,NA,NA,1.99757,2.59253,2.41641,NA,NA,NA,NA,NA,NA,4.80542,NA,NA,0.01805,NA,NA,0,0.63524,0.36476,NA,NA,NA,NA,NA,NA,0,1,0.36476,NA,NA,NA,NA,NA,NA,0,5.47485,2.12515,NA,NA,NA,NA,NA,NA,5.47485,NA,NA,0.02824,NA,NA,0,0.67822,0.41001,NA,NA,NA,NA,NA,NA,0,1,0.41001,NA,NA,NA,NA,NA,NA,0,5.71037,2.36702,NA,NA,NA,NA,NA,NA,5.7047,NA,NA,0.01154,NA,NA,0,0.58999,0.32178,NA,NA,NA,NA,NA,NA,0,1,0.32178,NA,NA,NA,NA,NA,NA,0,5.24905,1.90799,NA,NA,NA,NA,NA,NA,5.24501,NA,NA
23.1,3,3,ag2 0 ag3 0,0.00029,0.02202,NA,NA,NA,NA,0.23882,0.33098,0.4302,NA,NA,NA,NA,NA,NA,1,0.51797,0.4302,NA,NA,NA,NA,NA,NA,2.21833,2.83697,2.6447,NA,NA,NA,NA,NA,NA,5.0553,NA,NA,0.00184,0.03243,NA,NA,NA,NA,0.26823,0.36275,0.46336,NA,NA,NA,NA,NA,NA,1,0.55072,0.46336,NA,NA,NA,NA,NA,NA,2.43743,3.06853,2.84741,NA,NA,NA,NA,NA,NA,5.2512,NA,NA,5.00E-05,0.01495,NA,NA,NA,NA,0.21171,0.30068,0.39765,NA,NA,NA,NA,NA,NA,1,0.48507,0.39765,NA,NA,NA,NA,NA,NA,2.01893,2.62288,2.45643,NA,NA,NA,NA,NA,NA,4.8594,NA,NA,0.01789,NA,NA,0,0.63411,0.36589,NA,NA,NA,NA,NA,NA,0,1,0.36589,NA,NA,NA,NA,NA,NA,0,5.53833,2.16167,NA,NA,NA,NA,NA,NA,5.53833,NA,NA,0.02802,NA,NA,0,0.67737,0.41143,NA,NA,NA,NA,NA,NA,0,1,0.41143,NA,NA,NA,NA,NA,NA,0,5.77807,2.40787,NA,NA,NA,NA,NA,NA,5.77227,NA,NA,0.01142,NA,NA,0,0.58857,0.32263,NA,NA,NA,NA,NA,NA,0,1,0.32263,NA,NA,NA,NA,NA,NA,0,5.30853,1.94065,NA,NA,NA,NA,NA,NA,5.30438,NA,NA
23.4,3,3,ag2 0 ag3 0,0.00028,0.02181,NA,NA,NA,NA,0.23829,0.33051,0.4312,NA,NA,NA,NA,NA,NA,1,0.51799,0.4312,NA,NA,NA,NA,NA,NA,2.24219,2.87004,2.68777,NA,NA,NA,NA,NA,NA,5.11223,NA,NA,0.00182,0.03216,NA,NA,NA,NA,0.26775,0.36235,0.46451,NA,NA,NA,NA,NA,NA,1,0.55074,0.46451,NA,NA,NA,NA,NA,NA,2.46413,3.10464,2.89365,NA,NA,NA,NA,NA,NA,5.31119,NA,NA,4.00E-05,0.01479,NA,NA,NA,NA,0.21113,0.30015,0.3985,NA,NA,NA,NA,NA,NA,1,0.48509,0.3985,NA,NA,NA,NA,NA,NA,2.04024,2.65317,2.49654,NA,NA,NA,NA,NA,NA,4.91326,NA,NA,0.01773,NA,NA,0,0.63288,0.36712,NA,NA,NA,NA,NA,NA,0,1,0.36712,NA,NA,NA,NA,NA,NA,0,5.60167,2.19833,NA,NA,NA,NA,NA,NA,5.60167,NA,NA,0.0278,NA,NA,0,0.67643,0.41295,NA,NA,NA,NA,NA,NA,0,1,0.41295,NA,NA,NA,NA,NA,NA,0,5.84567,2.44887,NA,NA,NA,NA,NA,NA,5.83973,NA,NA,0.01131,NA,NA,0,0.58705,0.32357,NA,NA,NA,NA,NA,NA,0,1,0.32357,NA,NA,NA,NA,NA,NA,0,5.36786,1.97342,NA,NA,NA,NA,NA,NA,5.36361,NA,NA
23.7,3,3,ag2 0 ag3 0,0.00028,0.0216,NA,NA,NA,NA,0.23768,0.32985,0.43247,NA,NA,NA,NA,NA,NA,1,0.518,0.43247,NA,NA,NA,NA,NA,NA,2.26598,2.90306,2.73095,NA,NA,NA,NA,NA,NA,5.16905,NA,NA,0.0018,0.03188,NA,NA,NA,NA,0.26718,0.36177,0.46594,NA,NA,NA,NA,NA,NA,1,0.55074,0.46594,NA,NA,NA,NA,NA,NA,2.49077,3.1407,2.94002,NA,NA,NA,NA,NA,NA,5.37109,NA,NA,4.00E-05,0.01464,NA,NA,NA,NA,0.2105,0.29943,0.3996,NA,NA,NA,NA,NA,NA,1,0.4851,0.3996,NA,NA,NA,NA,NA,NA,2.06148,2.6834,2.53675,NA,NA,NA,NA,NA,NA,4.967,NA,NA,0.01757,NA,NA,0,0.63184,0.36816,NA,NA,NA,NA,NA,NA,0,1,0.36816,NA,NA,NA,NA,NA,NA,0,5.66491,2.23509,NA,NA,NA,NA,NA,NA,5.66491,NA,NA,0.02759,NA,NA,0,0.67568,0.41429,NA,NA,NA,NA,NA,NA,0,1,0.41429,NA,NA,NA,NA,NA,NA,0,5.9132,2.49002,NA,NA,NA,NA,NA,NA,5.90712,NA,NA,0.01119,NA,NA,0,0.58571,0.32432,NA,NA,NA,NA,NA,NA,0,1,0.32432,NA,NA,NA,NA,NA,NA,0,5.42705,2.00626,NA,NA,NA,NA,NA,NA,5.4227,NA,NA
