timevar;Nats;Ntransitions;atlist;h1;h2;h3;P_1_to_1;P_1_to_2;P_1_to_3;P_diff_1_to_1;P_diff_1_to_2;P_diff_1_to_3;P_ratio_1_to_1;P_ratio_1_to_2;P_ratio_1_to_3;Visit_1_to_1;Visit_1_to_2;Visit_1_to_3;Visit_diff_1_to_1;Visit_diff_1_to_2;Visit_diff_1_to_3;Visit_ratio_1_to_1;Visit_ratio_1_to_2;Visit_ratio_1_to_3;Los_1_to_1;Los_1_to_2;Los_1_to_3;Los_diff_1_to_1;Los_diff_1_to_2;Los_diff_1_to_3;Los_ratio_1_to_1;Los_ratio_1_to_2;Los_ratio_1_to_3;User_1;User_diff_1;User_ratio_1;P_1_to_1_uci;P_1_to_2_uci;P_1_to_3_uci;P_diff_1_to_1_uci;P_diff_1_to_2_uci;P_diff_1_to_3_uci;P_ratio_1_to_1_uci;P_ratio_1_to_2_uci;P_ratio_1_to_3_uci;Visit_1_to_1_uci;Visit_1_to_2_uci;Visit_1_to_3_uci;Visit_diff_1_to_1_uci;Visit_diff_1_to_2_uci;Visit_diff_1_to_3_uci;Visit_ratio_1_to_1_uci;Visit_ratio_1_to_2_uci;Visit_ratio_1_to_3_uci;Los_1_to_1_uci;Los_1_to_2_uci;Los_1_to_3_uci;Los_diff_1_to_1_uci;Los_diff_1_to_2_uci;Los_diff_1_to_3_uci;Los_ratio_1_to_1_uci;Los_ratio_1_to_2_uci;Los_ratio_1_to_3_uci;User_1_uci;User_diff_1_uci;User_ratio_1_uci;P_1_to_1_lci;P_1_to_2_lci;P_1_to_3_lci;P_diff_1_to_1_lci;P_diff_1_to_2_lci;P_diff_1_to_3_lci;P_ratio_1_to_1_lci;P_ratio_1_to_2_lci;P_ratio_1_to_3_lci;Visit_1_to_1_lci;Visit_1_to_2_lci;Visit_1_to_3_lci;Visit_diff_1_to_1_lci;Visit_diff_1_to_2_lci;Visit_diff_1_to_3_lci;Visit_ratio_1_to_1_lci;Visit_ratio_1_to_2_lci;Visit_ratio_1_to_3_lci;Los_1_to_1_lci;Los_1_to_2_lci;Los_1_to_3_lci;Los_diff_1_to_1_lci;Los_diff_1_to_2_lci;Los_diff_1_to_3_lci;Los_ratio_1_to_1_lci;Los_ratio_1_to_2_lci;Los_ratio_1_to_3_lci;User_1_to_lci;User_diff_1_lci;User_ratio_1_lci;P_2_to_1;P_2_to_2;P_2_to_3;P_diff_2_to_1;P_diff_2_to_2;P_diff_2_to_3;P_ratio_2_to_1;P_ratio_2_to_2;P_ratio_2_to_3;Visit_2_to_1;Visit_2_to_2;Visit_2_to_3;Visit_diff_2_to_1;Visit_diff_2_to_2;Visit_diff_2_to_3;Visit_ratio_2_to_1;Visit_ratio_2_to_2;Visit_ratio_2_to_3;Los_2_to_1;Los_2_to_2;Los_2_to_3;Los_diff_2_to_1;Los_diff_2_to_2;Los_diff_2_to_3;Los_ratio_2_to_1;Los_ratio_2_to_2;Los_ratio_2_to_3;User_2;User_diff_2;User_ratio_2;P_2_to_1_uci;P_2_to_2_uci;P_2_to_3_uci;P_diff_2_to_1_uci;P_diff_2_to_2_uci;P_diff_2_to_3_uci;P_ratio_2_to_1_uci;P_ratio_2_to_2_uci;P_ratio_2_to_3_uci;Visit_2_to_1_uci;Visit_2_to_2_uci;Visit_2_to_3_uci;Visit_diff_2_to_1_uci;Visit_diff_2_to_2_uci;Visit_diff_2_to_3_uci;Visit_ratio_2_to_1_uci;Visit_ratio_2_to_2_uci;Visit_ratio_2_to_3_uci;Los_2_to_1_uci;Los_2_to_2_uci;Los_2_to_3_uci;Los_diff_2_to_1_uci;Los_diff_2_to_2_uci;Los_diff_2_to_3_uci;Los_ratio_2_to_1_uci;Los_ratio_2_to_2_uci;Los_ratio_2_to_3_uci;User_2_uci;User_diff_2_uci;User_ratio_2_uci;P_2_to_1_lci;P_2_to_2_lci;P_2_to_3_lci;P_diff_2_to_1_lci;P_diff_2_to_2_lci;P_diff_2_to_3_lci;P_ratio_2_to_1_lci;P_ratio_2_to_2_lci;P_ratio_2_to_3_lci;Visit_2_to_1_lci;Visit_2_to_2_lci;Visit_2_to_3_lci;Visit_diff_2_to_1_lci;Visit_diff_2_to_2_lci;Visit_diff_2_to_3_lci;Visit_ratio_2_to_1_lci;Visit_ratio_2_to_2_lci;Visit_ratio_2_to_3_lci;Los_2_to_1_lci;Los_2_to_2_lci;Los_2_to_3_lci;Los_diff_2_to_1_lci;Los_diff_2_to_2_lci;Los_diff_2_to_3_lci;Los_ratio_2_to_1_lci;Los_ratio_2_to_2_lci;Los_ratio_2_to_3_lci;User_2_to_lci;User_diff_2_lci;User_ratio_2_lci
0.6;3;3;ag2 1 ag3 0;0.51061;0.47362;0.29701;0.37279;0.53827;0.08893;-0.04605;0.0688;-0.02275;0.89075;1.14756;0.79838;1;0.56256;0.08893;0;0.06928;-0.02275;1;1.14146;0.79838;0.17097;0.11706;0.01197;-0.01227;0.0155;-0.00323;0.93324;1.1537;0.78912;0.17097;-0.01227;0.93324;0.40827;0.57513;0.10927;-0.00319;0.118;-0.00026;0.99032;1.25753;0.98852;1;0.59942;0.10927;0;0.11946;-0.00026;1;1.24847;0.98852;0.17935;0.12558;0.01529;-0.00188;0.02675;-0.00002;0.98896;1.26998;0.98943;0.17935;-0.00188;0.98896;0.33732;0.50142;0.06859;-0.08891;0.0196;-0.04525;0.79118;1.03759;0.60823;1;0.52571;0.06859;0;0.01909;-0.04525;1;1.03445;0.60823;0.1626;0.10854;0.00864;-0.02267;0.00425;-0.00643;0.87752;1.03742;0.58881;0.1626;-0.02267;0.87752;0;0.95205;0.04795;0;0.00506;-0.00506;NA;1.00536;0.90813;0;1;0.04795;0;0;-0.00506;NA;1;0.90813;0;0.29529;0.00471;0;0.00049;-0.00049;NA;1.00167;0.91021;0;0;NA;0;0.96729;0.06319;0;0.01793;0.00782;NA;1.01899;1.14396;0;1;0.06319;0;0;0.00782;NA;1;1.14396;0;0.297;0.00642;0;0.00182;0.00084;NA;1.00618;1.15333;0;0;NA;0;0.93681;0.03271;0;-0.00782;-0.01793;NA;0.99172;0.67231;0;1;0.03271;0;0;-0.01793;NA;1;0.67231;0;0.29358;0.003;0;-0.00084;-0.00182;NA;0.99715;0.66709;0;0;NA
0.7;3;3;ag2 1 ag3 0;0.3468;0.42106;0.29976;0.35684;0.53778;0.10538;-0.04326;0.06905;-0.02579;0.89265;1.14831;0.80543;1;0.57023;0.10538;0;0.06979;-0.02579;1;1.1405;0.80543;0.18919;0.14398;0.01683;-0.0145;0.01895;-0.00444;0.92906;1.15262;0.79272;0.18919;-0.0145;0.92906;0.39235;0.57488;0.12815;-0.00054;0.11847;-0.0001;0.99654;1.25888;0.99119;1;0.60736;0.12815;0;0.12061;-0.0001;1;1.24736;0.99119;0.19931;0.15432;0.0212;-0.00199;0.03265;-0.00004;0.98932;1.26765;0.98927;0.19931;-0.00199;0.98932;0.32132;0.50068;0.08261;-0.08597;0.01962;-0.05148;0.78876;1.03774;0.61968;1;0.53311;0.08261;0;0.01897;-0.05148;1;1.03364;0.61968;0.17908;0.13363;0.01246;-0.02702;0.00525;-0.00885;0.8688;1.03759;0.59618;0.17908;-0.02702;0.8688;0;0.93775;0.06225;0;0.00665;-0.00665;NA;1.00717;0.90678;0;1;0.06225;0;0;-0.00665;NA;1;0.90678;0;0.34253;0.00747;0;0.00078;-0.00078;NA;1.00229;0.90912;0;0;NA;0;0.95607;0.08057;0;0.02293;0.00963;NA;1.02471;1.13669;0;1;0.08057;0;0;0.00963;NA;1;1.13669;0;0.34503;0.00996;0;0.00282;0.00126;NA;1.00827;1.14684;0;0;NA;0;0.91943;0.04393;0;-0.00963;-0.02293;NA;0.98962;0.67687;0;1;0.04393;0;0;-0.02293;NA;1;0.67687;0;0.34004;0.00497;0;-0.00126;-0.00282;NA;0.99631;0.67139;0;0;NA
0.8;3;3;ag2 1 ag3 0;0.2397;0.36318;0.28929;0.34487;0.53483;0.1203;-0.04099;0.06921;-0.02823;0.89457;1.14969;0.81213;1;0.57527;0.1203;0;0.07023;-0.02823;1;1.1401;0.81213;0.20672;0.1708;0.02248;-0.01661;0.02241;-0.0058;0.92592;1.15204;0.79682;0.20672;-0.01661;0.92592;0.38007;0.57195;0.14533;0.00119;0.11915;0.00074;1.00099;1.26213;0.99713;1;0.61243;0.14533;0;0.12118;0.00074;1;1.24626;0.99713;0.21857;0.18298;0.02801;-0.002;0.03857;-0.00003;0.99004;1.26637;0.99032;0.21857;-0.002;0.99004;0.30966;0.4977;0.09528;-0.08316;0.01927;-0.05719;0.78816;1.03724;0.62712;1;0.5381;0.09528;0;0.01928;-0.05719;1;1.03394;0.62712;0.19487;0.15862;0.01695;-0.03122;0.00624;-0.01156;0.86181;1.03771;0.60332;0.19487;-0.03122;0.86181;0;0.92402;0.07598;0;0.00826;-0.00826;NA;1.00906;0.90529;0;1;0.07598;0;0;-0.00826;NA;1;0.90529;0;0.38908;0.01092;0;0.00116;-0.00116;NA;1.00299;0.90798;0;0;NA;0;0.94493;0.09688;0;0.028;0.01147;NA;1.0307;1.13329;0;1;0.09688;0;0;0.01147;NA;1;1.13329;0;0.39249;0.01434;0;0.00409;0.00178;NA;1.01057;1.14279;0;0;NA;0;0.90312;0.05507;0;-0.01147;-0.028;NA;0.98742;0.67728;0;1;0.05507;0;0;-0.028;NA;1;0.67728;0;0.38566;0.00751;0;-0.00178;-0.00409;NA;0.99541;0.67317;0;0;NA
0.9;3;3;ag2 1 ag3 0;0.16757;0.31376;0.27297;0.33557;0.53054;0.13389;-0.03906;0.06914;-0.03009;0.89655;1.15091;0.81883;1;0.57867;0.13389;0;0.0705;-0.03009;1;1.13977;0.81883;0.22372;0.19744;0.02884;-0.01861;0.02587;-0.00726;0.92353;1.15181;0.80086;0.22372;-0.01861;0.92353;0.37085;0.56788;0.16096;0.00286;0.11946;0.00191;1.00565;1.26516;1.00427;1;0.616;0.16096;0;0.12172;0.00191;1;1.24582;1.00427;0.23729;0.21146;0.03564;-0.00193;0.04452;0.00003;0.99095;1.26588;0.99218;0.23729;-0.00193;0.99095;0.30029;0.4932;0.10682;-0.08098;0.01883;-0.06208;0.78746;1.03665;0.63338;1;0.54133;0.10682;0;0.01928;-0.06208;1;1.03372;0.63338;0.21015;0.18342;0.02204;-0.03528;0.00721;-0.01454;0.85612;1.03774;0.60954;0.21015;-0.03528;0.85612;0;0.91103;0.08897;0;0.00968;-0.00968;NA;1.0108;0.90564;0;1;0.08897;0;0;-0.00968;NA;1;0.90564;0;0.43495;0.01505;0;0.0016;-0.0016;NA;1.00371;0.90747;0;0;NA;0;0.93423;0.11216;0;0.03295;0.0136;NA;1.03673;1.13572;0;1;0.11216;0;0;0.0136;NA;1;1.13572;0;0.43941;0.01951;0;0.00561;0.0024;NA;1.01297;1.14068;0;0;NA;0;0.88784;0.06577;0;-0.0136;-0.03295;NA;0.98486;0.67555;0;1;0.06577;0;0;-0.03295;NA;1;0.67555;0;0.43049;0.01059;0;-0.0024;-0.00561;NA;0.99444;0.67425;0;0;NA
1;3;3;ag2 1 ag3 0;0.1179;0.27294;0.25413;0.32832;0.52594;0.14573;-0.03728;0.06914;-0.03186;0.89888;1.15243;0.82292;1;0.58102;0.14573;0;0.07069;-0.03186;1;1.13955;0.82292;0.24031;0.22385;0.03584;-0.02052;0.02933;-0.00881;0.92169;1.1518;0.80468;0.24031;-0.02052;0.92169;0.3638;0.56331;0.1742;0.00462;0.11983;0.00228;1.01071;1.26872;1.00561;1;0.61841;0.1742;0;0.12203;0.00228;1;1.24542;1.00561;0.25561;0.23971;0.04399;-0.00178;0.05048;0.00012;0.99205;1.26588;0.99431;0.25561;-0.00178;0.99205;0.29285;0.48857;0.11727;-0.07917;0.01845;-0.066;0.78704;1.03615;0.64024;1;0.54363;0.11727;0;0.01935;-0.066;1;1.03369;0.64024;0.22502;0.20799;0.02769;-0.03925;0.00817;-0.01774;0.85134;1.03773;0.61505;0.22502;-0.03925;0.85134;0;0.89917;0.10083;0;0.01109;-0.01109;NA;1.01256;0.90477;0;1;0.10083;0;0;-0.01109;NA;1;0.90477;0;0.4802;0.0198;0;0.00212;-0.00212;NA;1.00445;0.90688;0;0;NA;0;0.924;0.12566;0;0.03708;0.0149;NA;1.04197;1.1315;0;1;0.12566;0;0;0.0149;NA;1;1.1315;0;0.48579;0.0254;0;0.00735;0.00311;NA;1.01542;1.13867;0;0;NA;0;0.87434;0.076;0;-0.0149;-0.03708;NA;0.98316;0.67804;0;1;0.076;0;0;-0.03708;NA;1;0.67804;0;0.4746;0.01421;0;-0.00311;-0.00735;NA;0.99349;0.67509;0;0;NA
1.1;3;3;ag2 1 ag3 0;0.08312;0.23957;0.23445;0.32254;0.52123;0.15624;-0.03587;0.06925;-0.03338;0.90075;1.15432;0.82636;1;0.5827;0.15623;0;0.0709;-0.03338;1;1.13957;0.82636;0.25658;0.25003;0.04339;-0.02235;0.03278;-0.01044;0.92026;1.15196;0.80814;0.25658;-0.02235;0.92026;0.35802;0.55843;0.18604;0.00558;0.12001;0.00278;1.0138;1.2721;1.00748;1;0.62013;0.18604;0;0.12231;0.00278;1;1.24527;1.00748;0.27361;0.26772;0.05296;-0.00157;0.05644;0.00023;0.99322;1.26617;0.99625;0.27361;-0.00157;0.99322;0.28705;0.48403;0.12643;-0.07732;0.01848;-0.06953;0.78771;1.03653;0.64523;1;0.54528;0.12643;0;0.0195;-0.06953;1;1.03386;0.64523;0.23955;0.23234;0.03382;-0.04313;0.00913;-0.02111;0.84731;1.03775;0.62004;0.23955;-0.04313;0.84731;0;0.88835;0.11165;0;0.01233;-0.01233;NA;1.01417;0.90449;0;1;0.11165;0;0;-0.01233;NA;1;0.90449;0;0.52488;0.02512;0;0.00271;-0.00271;NA;1.0052;0.90648;0;0;NA;0;0.91453;0.13784;0;0.04088;0.01621;NA;1.04693;1.12883;0;1;0.13784;0;0;0.01621;NA;1;1.12883;0;0.53169;0.03192;0;0.00929;0.00388;NA;1.01784;1.13674;0;0;NA;0;0.86216;0.08547;0;-0.01621;-0.04088;NA;0.98141;0.68016;0;1;0.08547;0;0;-0.04088;NA;1;0.68016;0;0.51808;0.01831;0;-0.00388;-0.00929;NA;0.99255;0.67623;0;0;NA
1.2;3;3;ag2 1 ag3 0;0.05849;0.21241;0.21498;0.31776;0.51659;0.16564;-0.03455;0.06931;-0.03476;0.90277;1.1561;0.82901;1;0.58388;0.16564;0;0.07108;-0.03476;1;1.13965;0.82901;0.27258;0.27597;0.05144;-0.0241;0.03625;-0.01214;0.91915;1.15226;0.81115;0.27258;-0.0241;0.91915;0.35333;0.55385;0.19695;0.00659;0.12034;0.0036;1.01703;1.27576;1.01081;1;0.62138;0.19695;0;0.12256;0.0036;1;1.24529;1.01081;0.29134;0.29549;0.06251;-0.00131;0.06241;0.00038;0.99439;1.26673;0.99799;0.29134;-0.00131;0.99439;0.28219;0.47933;0.13434;-0.07568;0.01828;-0.07312;0.7885;1.03644;0.64721;1;0.54639;0.13434;0;0.01961;-0.07312;1;1.03402;0.64721;0.25383;0.25646;0.04038;-0.0469;0.01009;-0.02467;0.84391;1.0378;0.6243;0.25383;-0.0469;0.84391;0;0.87837;0.12163;0;0.01333;-0.01333;NA;1.01553;0.9053;0;1;0.12163;0;0;-0.01333;NA;1;0.9053;0;0.56905;0.03095;0;0.00335;-0.00335;NA;1.00594;0.90613;0;0;NA;0;0.90585;0.14911;0;0.04435;0.0177;NA;1.05161;1.12918;0;1;0.14911;0;0;0.0177;NA;1;1.12918;0;0.57712;0.03903;0;0.01142;0.00472;NA;1.02025;1.13518;0;0;NA;0;0.85089;0.09415;0;-0.0177;-0.04435;NA;0.97945;0.68142;0;1;0.09415;0;0;-0.04435;NA;1;0.68142;0;0.56097;0.02288;0;-0.00472;-0.01142;NA;0.99163;0.67709;0;0;NA
1.3;3;3;ag2 1 ag3 0;0.04092;0.19034;0.1963;0.31376;0.51203;0.1742;-0.0334;0.06914;-0.03574;0.90463;1.15729;0.83226;1;0.58467;0.1742;0;0.07117;-0.03574;1;1.13963;0.83226;0.28837;0.30169;0.05994;-0.0258;0.03971;-0.01391;0.91829;1.15263;0.81388;0.28837;-0.0258;0.91829;0.34924;0.54931;0.20682;0.00754;0.12034;0.00439;1.02009;1.27844;1.01384;1;0.62214;0.20682;0;0.12265;0.00439;1;1.24514;1.01384;0.30885;0.32303;0.07258;-0.001;0.06838;0.00057;0.9956;1.26741;0.99982;0.30885;-0.001;0.9956;0.27829;0.47476;0.14159;-0.07435;0.01794;-0.07587;0.78917;1.03614;0.65068;1;0.54719;0.14159;0;0.01969;-0.07587;1;1.03413;0.65068;0.26788;0.28035;0.04731;-0.05061;0.01104;-0.02838;0.84097;1.03785;0.62794;0.26788;-0.05061;0.84097;0;0.86943;0.13056;0;0.0143;-0.0143;NA;1.01686;0.90544;0;1;0.13056;0;0;-0.0143;NA;1;0.90544;0;0.61274;0.03726;0;0.00404;-0.00404;NA;1.00666;0.906;0;0;NA;0;0.89806;0.15919;0;0.0476;0.019;NA;1.05605;1.12917;0;1;0.15919;0;0;0.019;NA;1;1.12917;0;0.62214;0.04667;0;0.01372;0.00563;NA;1.0226;1.13397;0;0;NA;0;0.84081;0.10194;0;-0.019;-0.0476;NA;0.97768;0.6817;0;1;0.10194;0;0;-0.0476;NA;1;0.6817;0;0.60333;0.02786;0;-0.00563;-0.01372;NA;0.99073;0.67804;0;0;NA
1.4;3;3;ag2 1 ag3 0;0.02836;0.17242;0.17873;0.31045;0.50773;0.18182;-0.03227;0.06898;-0.03671;0.90668;1.15841;0.8345;1;0.58519;0.18182;0;0.0712;-0.03671;1;1.13956;0.8345;0.30397;0.32718;0.06885;-0.02744;0.04316;-0.01572;0.91763;1.15303;0.81636;0.30397;-0.02744;0.91763;0.34599;0.54508;0.21542;0.00848;0.12029;0.00471;1.02324;1.281;1.01471;1;0.62268;0.21542;0;0.1227;0.00471;1;1.24502;1.01471;0.32618;0.35034;0.0831;-0.00063;0.07435;0.00077;0.99684;1.26817;1.00141;0.32618;-0.00063;0.99684;0.27492;0.47037;0.14823;-0.07303;0.01767;-0.07812;0.79011;1.03583;0.65428;1;0.54769;0.14823;0;0.0197;-0.07812;1;1.0341;0.65428;0.28176;0.30402;0.0546;-0.05425;0.01198;-0.03221;0.83841;1.03789;0.6313;0.28176;-0.05425;0.83841;0;0.86139;0.13861;0;0.01522;-0.01522;NA;1.01815;0.90531;0;1;0.13861;0;0;-0.01522;NA;1;0.90531;0;0.656;0.044;0;0.00478;-0.00478;NA;1.00737;0.90595;0;0;NA;0;0.89087;0.16808;0;0.05025;0.01981;NA;1.05983;1.12683;0;1;0.16808;0;0;0.01981;NA;1;1.12683;0;0.66679;0.05478;0;0.01616;0.0066;NA;1.02489;1.13302;0;0;NA;0;0.83192;0.10913;0;-0.01981;-0.05025;NA;0.97646;0.68379;0;1;0.10913;0;0;-0.05025;NA;1;0.68379;0;0.64522;0.03321;0;-0.0066;-0.01616;NA;0.98985;0.67888;0;0;NA
1.5;3;3;ag2 1 ag3 0;0.01941;0.15787;0.16267;0.30752;0.50379;0.18869;-0.03138;0.06892;-0.03754;0.90825;1.15972;0.83657;1;0.58553;0.18869;0;0.07123;-0.03754;1;1.13952;0.83657;0.31942;0.35247;0.07811;-0.02903;0.04661;-0.01758;0.91713;1.15346;0.81858;0.31942;-0.02903;0.91713;0.34319;0.54127;0.22334;0.00927;0.12061;0.00539;1.0259;1.28435;1.01709;1;0.62306;0.22334;0;0.12276;0.00539;1;1.24498;1.01709;0.34337;0.37746;0.09404;-0.00023;0.08032;0.00101;0.99807;1.26902;1.00295;0.34337;-0.00023;0.99807;0.27185;0.46631;0.15404;-0.07202;0.01722;-0.08047;0.79061;1.03509;0.65605;1;0.548;0.15404;0;0.0197;-0.08047;1;1.03407;0.65605;0.29547;0.32748;0.06219;-0.05784;0.0129;-0.03616;0.83618;1.03789;0.63421;0.29547;-0.05784;0.83618;0;0.85406;0.14594;0;0.01586;-0.01586;NA;1.01911;0.90632;0;1;0.14594;0;0;-0.01586;NA;1;0.90632;0;0.69889;0.05111;0;0.00556;-0.00556;NA;1.00805;0.90595;0;0;NA;0;0.88455;0.17643;0;0.05281;0.02108;NA;1.06351;1.1284;0;1;0.17643;0;0;0.02108;NA;1;1.1284;0;0.71109;0.06332;0;0.01873;0.00762;NA;1.02711;1.13228;0;0;NA;0;0.82357;0.11545;0;-0.02108;-0.05281;NA;0.97472;0.68425;0;1;0.11545;0;0;-0.05281;NA;1;0.68425;0;0.68668;0.03891;0;-0.00762;-0.01873;NA;0.98898;0.67961;0;0;NA
1.6;3;3;ag2 1 ag3 0;0.0131;0.14604;0.1485;0.30496;0.50019;0.19485;-0.03055;0.06888;-0.03834;0.9098;1.16099;0.83807;1;0.58578;0.19485;0;0.07126;-0.03834;1;1.13952;0.83807;0.33473;0.37757;0.08771;-0.03058;0.05005;-0.01947;0.91675;1.15391;0.82059;0.33473;-0.03058;0.91675;0.34061;0.5376;0.23004;0.00995;0.12078;0.00544;1.02828;1.28724;1.01664;1;0.62327;0.23004;0;0.12274;0.00544;1;1.24483;1.01664;0.36041;0.40438;0.10535;0.00021;0.0863;0.00127;0.9993;1.26996;1.00432;0.36041;0.00021;0.9993;0.26931;0.46278;0.15966;-0.07104;0.01699;-0.08211;0.79132;1.03474;0.6595;1;0.5483;0.15966;0;0.01977;-0.08211;1;1.0342;0.6595;0.30904;0.35075;0.07006;-0.06137;0.01381;-0.04022;0.83421;1.03786;0.63687;0.30904;-0.06137;0.83421;0;0.84734;0.15266;0;0.01645;-0.01645;NA;1.02;0.90725;0;1;0.15266;0;0;-0.01645;NA;1;0.90725;0;0.74142;0.05858;0;0.00636;-0.00636;NA;1.0087;0.90607;0;0;NA;0;0.87865;0.18397;0;0.05519;0.0223;NA;1.06699;1.13026;0;1;0.18397;0;0;0.0223;NA;1;1.13026;0;0.7551;0.07226;0;0.02143;0.0087;NA;1.02926;1.1319;0;0;NA;0;0.81603;0.12135;0;-0.0223;-0.05519;NA;0.97302;0.68424;0;1;0.12135;0;0;-0.05519;NA;1;0.68424;0;0.72774;0.0449;0;-0.0087;-0.02143;NA;0.98813;0.68023;0;0;NA
1.7;3;3;ag2 1 ag3 0;0.00873;0.13645;0.13606;0.30262;0.49687;0.20051;-0.02985;0.06894;-0.03909;0.91107;1.16241;0.83926;1;0.58595;0.20051;0;0.07127;-0.03909;1;1.13951;0.83926;0.34992;0.40249;0.09759;-0.03209;0.0535;-0.02141;0.91647;1.15439;0.82238;0.34992;-0.03209;0.91647;0.3384;0.53421;0.23641;0.01064;0.12098;0.00539;1.03066;1.29015;1.01584;1;0.62343;0.23641;0;0.12277;0.00539;1;1.24481;1.01584;0.37734;0.43113;0.11699;0.00068;0.0923;0.00153;1.0005;1.27095;1.00541;0.37734;0.00068;1.0005;0.26685;0.45952;0.1646;-0.07033;0.01689;-0.08356;0.79148;1.03467;0.66269;1;0.54846;0.1646;0;0.01978;-0.08356;1;1.03422;0.66269;0.32249;0.37385;0.07819;-0.06486;0.0147;-0.04435;0.83245;1.03782;0.63936;0.32249;-0.06486;0.83245;0;0.84137;0.15863;0;0.01714;-0.01714;NA;1.02103;0.90704;0;1;0.15863;0;0;-0.01714;NA;1;0.90704;0;0.78363;0.06637;0;0.0072;-0.0072;NA;1.00932;0.90621;0;0;NA;0;0.87346;0.19072;0;0.05734;0.02306;NA;1.07019;1.12949;0;1;0.19072;0;0;0.02306;NA;1;1.12949;0;0.79883;0.08156;0;0.02424;0.00983;NA;1.03134;1.13166;0;0;NA;0;0.80928;0.12654;0;-0.02306;-0.05734;NA;0.97187;0.6846;0;1;0.12654;0;0;-0.05734;NA;1;0.6846;0;0.76844;0.05117;0;-0.00983;-0.02424;NA;0.9873;0.68076;0;0;NA
1.8;3;3;ag2 1 ag3 0;0.00581;0.12867;0.1252;0.30048;0.49371;0.20581;-0.02907;0.06877;-0.0397;0.91264;1.1632;0.84067;1;0.58605;0.20581;0;0.07128;-0.0397;1;1.1395;0.84067;0.36499;0.42726;0.10775;-0.03357;0.05694;-0.02338;0.91628;1.15486;0.82402;0.36499;-0.03357;0.91628;0.33626;0.53107;0.24257;0.01131;0.12103;0.00582;1.03305;1.29247;1.01716;1;0.62351;0.24257;0;0.12278;0.00582;1;1.24479;1.01716;0.39416;0.45772;0.12894;0.00118;0.0983;0.0018;1.00169;1.27196;1.00636;0.39416;0.00118;1.00169;0.26471;0.45634;0.16906;-0.06945;0.01651;-0.08522;0.79223;1.03393;0.66418;1;0.54859;0.16906;0;0.01978;-0.08522;1;1.03421;0.66418;0.33583;0.39679;0.08656;-0.06832;0.01559;-0.04856;0.83086;1.03777;0.64168;0.33583;-0.06832;0.83086;0;0.83588;0.16412;0;0.01762;-0.01762;NA;1.02179;0.90765;0;1;0.16412;0;0;-0.01762;NA;1;0.90765;0;0.82556;0.07444;0;0.00807;-0.00807;NA;1.00992;0.90634;0;0;NA;0;0.86862;0.19687;0;0.05913;0.02389;NA;1.07294;1.1298;0;1;0.19687;0;0;0.02389;NA;1;1.1298;0;0.84232;0.09119;0;0.02714;0.011;NA;1.03334;1.13139;0;0;NA;0;0.80313;0.13138;0;-0.02389;-0.05913;NA;0.97064;0.68549;0;1;0.13138;0;0;-0.05913;NA;1;0.68549;0;0.80881;0.05768;0;-0.011;-0.02714;NA;0.9865;0.68129;0;0;NA
1.9;3;3;ag2 1 ag3 0;0.00397;0.122;0.11574;0.2985;0.49074;0.21076;-0.02841;0.06856;-0.04016;0.91395;1.1638;0.84234;1;0.58613;0.21076;0;0.0713;-0.04016;1;1.13952;0.84234;0.37997;0.45186;0.11817;-0.035;0.06038;-0.02538;0.91616;1.15533;0.82553;0.37997;-0.035;0.91616;0.33428;0.52814;0.24822;0.01184;0.12106;0.0063;1.03496;1.29455;1.01883;1;0.62358;0.24822;0;0.12279;0.0063;1;1.24478;1.01883;0.41087;0.48416;0.14119;0.00172;0.1043;0.00209;1.00286;1.27298;1.00727;0.41087;0.00172;1.00286;0.26273;0.45334;0.1733;-0.06865;0.01606;-0.08661;0.79295;1.03305;0.66584;1;0.54867;0.1733;0;0.01981;-0.08661;1;1.03426;0.66584;0.34906;0.41957;0.09514;-0.07172;0.01645;-0.05284;0.82945;1.03767;0.64379;0.34906;-0.07172;0.82945;0;0.83084;0.16917;0;0.01814;-0.01814;NA;1.02259;0.90783;0;1;0.16917;0;0;-0.01814;NA;1;0.90783;0;0.86723;0.08277;0;0.00897;-0.00897;NA;1.0105;0.90648;0;0;NA;0;0.86393;0.20226;0;0.06068;0.02441;NA;1.0754;1.12852;0;1;0.20226;0;0;0.02441;NA;1;1.12852;0;0.88558;0.10112;0;0.03013;0.0122;NA;1.03526;1.13113;0;0;NA;0;0.79774;0.13607;0;-0.02441;-0.06068;NA;0.96978;0.68714;0;1;0.13607;0;0;-0.06068;NA;1;0.68714;0;0.84888;0.06442;0;-0.0122;-0.03013;NA;0.98574;0.68183;0;0;NA
